Book Name	Chapter	Verse	Strong Number	Hebrew Eng	Hebrew	Eng Word	Word Type
1 Chronicles	17	1	1961[e]	way·hî	וַיְהִ֕י	Now it came to pass	Verb
1 Chronicles	17	1	834[e]	ka·’ă·šer	כַּאֲשֶׁ֛ר	as	Prt
1 Chronicles	17	1	3427[e]	yā·šaḇ	יָשַׁ֥ב	sat	Verb
1 Chronicles	17	1	1732[e]	dā·wîḏ	דָּוִ֖יד	David	Noun
1 Chronicles	17	1	1004[e]	bə·ḇê·ṯōw;	בְּבֵית֑וֹ	in his house	Noun
1 Chronicles	17	1	559[e]	way·yō·mer	וַיֹּ֨אמֶר	that said	Verb
1 Chronicles	17	1	1732[e]	dā·wîḏ	דָּוִ֜יד	David	Noun
1 Chronicles	17	1	413[e]	’el-	אֶל־	unto	Prep
1 Chronicles	17	1	5416[e]	nā·ṯān	נָתָ֣ן	Nathan	Noun
1 Chronicles	17	1	5030[e]	han·nā·ḇî,	הַנָּבִ֗יא	the prophet	Noun
1 Chronicles	17	1	2009[e]	hin·nêh	הִנֵּ֨ה	see	Prt
1 Chronicles	17	1	595[e]	’ā·nō·ḵî	אָנֹכִ֤י	I [am]	Pro
1 Chronicles	17	1	3427[e]	yō·wō·šêḇ	יוֹשֵׁב֙	dwell	Verb
1 Chronicles	17	1	1004[e]	bə·ḇêṯ	בְּבֵ֣ית	in a house	Noun
1 Chronicles	17	1	729[e]	hā·’ă·rā·zîm,	הָֽאֲרָזִ֔ים	made of cedar	Adj
1 Chronicles	17	1	727[e]	wa·’ă·rō·wn	וַאֲר֥וֹן	but the ark	Noun
1 Chronicles	17	1	1285[e]	bə·rîṯ-	בְּרִית־	of the covenant	Noun
1 Chronicles	17	1	3068[e]	Yah·weh	יְהוָ֖ה	of the LORD	Noun
1 Chronicles	17	1	8478[e]	ta·ḥaṯ	תַּ֥חַת	under	Noun
1 Chronicles	17	1	3407[e]	yə·rî·‘ō·wṯ.	יְרִיעֽוֹת׃	[remaineth] curtains	Noun
1 Chronicles	17	2	559[e]	way·yō·mer	וַיֹּ֤אמֶר	Then said	Verb
1 Chronicles	17	2	5416[e]	nā·ṯān	נָתָן֙	Nathan	Noun
1 Chronicles	17	2	413[e]	’el-	אֶל־	unto	Prep
1 Chronicles	17	2	1732[e]	dā·wîḏ,	דָּוִ֔יד	David	Noun
1 Chronicles	17	2	3605[e]	kōl	כֹּ֛ל	all	Noun
1 Chronicles	17	2	834[e]	’ă·šer	אֲשֶׁ֥ר	that	Prt
1 Chronicles	17	2	3824[e]	bil·ḇā·ḇə·ḵā	בִּֽלְבָבְךָ֖	[is] in your heart	Noun
1 Chronicles	17	2	6213[e]	‘ă·śêh;	עֲשֵׂ֑ה	Do	Verb
1 Chronicles	17	2	3588[e]	kî	כִּ֥י	for	Conj
1 Chronicles	17	2	430[e]	hā·’ĕ·lō·hîm	הָאֱלֹהִ֖ים	God	Noun
