Book Name	Chapter	Verse	Strong Number	Hebrew Eng	Hebrew	Eng Word	Word Type
1 Chronicles	18	1	1961[e]	way·hî	וַיְהִי֙	and it came to pass	Verb
1 Chronicles	18	1	310[e]	’a·ḥă·rê-	אַחֲרֵי־	Now after	Adv
1 Chronicles	18	1	3651[e]	ḵên,	כֵ֔ן	this	Adj
1 Chronicles	18	1	5221[e]	way·yaḵ	וַיַּ֥ךְ	that struck	Verb
1 Chronicles	18	1	1732[e]	dā·wîḏ	דָּוִ֛יד	David	Noun
1 Chronicles	18	1	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	18	1	6430[e]	pə·liš·tîm	פְּלִשְׁתִּ֖ים	the Philistines	Adj
1 Chronicles	18	1	3665[e]	way·yaḵ·nî·‘êm;	וַיַּכְנִיעֵ֑ם	and subdued them	Verb
1 Chronicles	18	1	3947[e]	way·yiq·qaḥ	וַיִּקַּ֛ח	and took	Verb
1 Chronicles	18	1	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	18	1	1661[e]	gaṯ	גַּ֥ת	Gath	Noun
1 Chronicles	18	1	1323[e]	ū·ḇə·nō·ṯe·hā	וּבְנֹתֶ֖יהָ	and her towns	Noun
1 Chronicles	18	1	3027[e]	mî·yaḏ	מִיַּ֥ד	from the hand	Noun
1 Chronicles	18	1	6430[e]	pə·liš·tîm.	פְּלִשְׁתִּֽים׃	of the Philistines	Adj
1 Chronicles	18	2	5221[e]	way·yaḵ	וַיַּ֖ךְ	And he struck	Verb
1 Chronicles	18	2	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	18	2	4124[e]	mō·w·’āḇ;	מוֹאָ֑ב	Moab	Noun
1 Chronicles	18	2	1961[e]	way·yih·yū	וַיִּהְי֤וּ	and became	Verb
1 Chronicles	18	2	4124[e]	mō·w·’āḇ	מוֹאָב֙	the Moabites	Noun
1 Chronicles	18	2	5650[e]	‘ă·ḇā·ḏîm	עֲבָדִ֣ים	servants	Noun
1 Chronicles	18	2	1732[e]	lə·ḏā·wîḏ,	לְדָוִ֔יד	to David	Noun
1 Chronicles	18	2	5375[e]	nō·śə·’ê	נֹשְׂאֵ֖י	brought	Verb
1 Chronicles	18	2	4503[e]	min·ḥāh.	מִנְחָֽה׃	gifts	Noun
1 Chronicles	18	3	5221[e]	way·yaḵ	וַיַּ֥ךְ	And struck	Verb
1 Chronicles	18	3	1732[e]	dā·wîḏ	דָּוִ֛יד	David	Noun
1 Chronicles	18	3	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	18	3	1909[e]	hă·ḏaḏ·‘e·zer	הֲדַדְעֶ֥זֶר	Hadadezer	Noun
1 Chronicles	18	3	4428[e]	me·leḵ-	מֶֽלֶךְ־	king	Noun
1 Chronicles	18	3	6678[e]	ṣō·w·ḇāh	צוֹבָ֖ה	of Zobah	Noun
1 Chronicles	18	3	2574[e]	ḥă·mā·ṯāh;	חֲמָ֑תָה	to Hamath	Noun
1 Chronicles	18	3	1980[e]	bə·leḵ·tōw	בְּלֶכְתּ֕וֹ	as he went	Verb
1 Chronicles	18	3	5324[e]	lə·haṣ·ṣîḇ	לְהַצִּ֥יב	to establish	Verb
1 Chronicles	18	3	3027[e]	yā·ḏōw	יָד֖וֹ	his dominion	Noun
1 Chronicles	18	3	5104[e]	bin·har-	בִּֽנְהַר־	by the river	Noun
1 Chronicles	18	3	6578[e]	pə·rāṯ.	פְּרָֽת׃	Euphrates	Noun
1 Chronicles	18	4	3920[e]	way·yil·kōḏ	וַיִּלְכֹּד֩	And took	Verb
1 Chronicles	18	4	1732[e]	dā·wîḏ	דָּוִ֨יד	David	Noun
1 Chronicles	18	4	4480[e]	mim·men·nū	מִמֶּ֜נּוּ	from him	Prep
1 Chronicles	18	4	505[e]	’e·lep̄	אֶ֣לֶף	a thousand	Noun
1 Chronicles	18	4	7393[e]	re·ḵeḇ,	רֶ֗כֶב	chariots	Noun
1 Chronicles	18	4	7651[e]	wə·šiḇ·‘aṯ	וְשִׁבְעַ֤ת	and seven	Noun
1 Chronicles	18	4	505[e]	’ă·lā·p̄îm	אֲלָפִים֙	thousand	Noun
1 Chronicles	18	4	6571[e]	pā·rā·šîm,	פָּֽרָשִׁ֔ים	horsemen	Noun
1 Chronicles	18	4	6242[e]	wə·‘eś·rîm	וְעֶשְׂרִ֥ים	and twenty	Noun
1 Chronicles	18	4	505[e]	’e·lep̄	אֶ֖לֶף	thousand	Noun
1 Chronicles	18	4	376[e]	’îš	אִ֣ישׁ	soldiers	Noun
1 Chronicles	18	4	7273[e]	raḡ·lî;	רַגְלִ֑י	foot	Adj
1 Chronicles	18	4	6131[e]	way·‘aq·qêr	וַיְעַקֵּ֤ר	also hamstrung	Verb
1 Chronicles	18	4	1732[e]	dā·wîḏ	דָּוִיד֙	David	Noun
1 Chronicles	18	4	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	18	4	3605[e]	kāl-	כָּל־	all	Noun
1 Chronicles	18	4	7393[e]	hā·re·ḵeḇ,	הָרֶ֔כֶב	the chariot	Noun
1 Chronicles	18	4	3498[e]	way·yō·w·ṯêr	וַיּוֹתֵ֥ר	[horses] but reserved	Verb
1 Chronicles	18	4	4480[e]	mim·men·nū	מִמֶּ֖נּוּ	of them	Prep
1 Chronicles	18	4	3967[e]	mê·’āh	מֵ֥אָה	a hundred	Noun
1 Chronicles	18	4	7393[e]	rā·ḵeḇ.	רָֽכֶב׃	chariots	Noun
1 Chronicles	18	5	935[e]	way·yā·ḇō	וַיָּבֹא֙	when came	Verb
