Book Name	Chapter	Verse	Strong Number	Hebrew Eng	Hebrew	Eng Word	Word Type
1 Chronicles	2	1	428[e]	’êl·leh	אֵ֖לֶּה	These [are]	Pro
1 Chronicles	2	1	1121[e]	bə·nê	בְּנֵ֣י	the sons	Noun
1 Chronicles	2	1	3478[e]	yiś·rā·’êl;	יִשְׂרָאֵ֑ל	of Israel	Noun
1 Chronicles	2	1	7205[e]	rə·’ū·ḇên	רְאוּבֵ֤ן	Reuben	Noun
1 Chronicles	2	1	8095[e]	šim·‘ō·wn	שִׁמְעוֹן֙	Simeon	Noun
1 Chronicles	2	1	3878[e]	lê·wî	לֵוִ֣י	Levi	Noun
1 Chronicles	2	1	3063[e]	wî·hū·ḏāh,	וִיהוּדָ֔ה	Judah	Noun
1 Chronicles	2	1	3485[e]	yi·śā·š·ḵār	יִשָׂשכָ֖ר	Issachar	Noun
1 Chronicles	2	1	2074[e]	ū·zə·ḇu·lūn.	וּזְבֻלֽוּן׃	and Zebulun	Noun
1 Chronicles	2	2	1835[e]	dān	דָּ֚ן	Dan	Noun
1 Chronicles	2	2	3130[e]	yō·w·sêp̄	יוֹסֵ֣ף	Joseph	Noun
1 Chronicles	2	2	1144[e]	ū·ḇin·yā·min,	וּבִנְיָמִ֔ן	and Benjamin	Noun
1 Chronicles	2	2	5321[e]	nap̄·tā·lî	נַפְתָּלִ֖י	Naphtali	Noun
1 Chronicles	2	2	1410[e]	gāḏ	גָּ֥ד	Gad	Noun
1 Chronicles	2	2	836[e]	wə·’ā·šêr.	וְאָשֵֽׁר׃	and Asher	Noun
1 Chronicles	2	2		s	ס	 - 	 
1 Chronicles	2	3	1121[e]	bə·nê	בְּנֵ֣י	The sons	Noun
1 Chronicles	2	3	3063[e]	yə·hū·ḏāh,	יְהוּדָ֗ה	of Judah	Noun
1 Chronicles	2	3	6147[e]	‘êr	עֵ֤ר	Er	Noun
1 Chronicles	2	3	209[e]	wə·’ō·w·nān	וְאוֹנָן֙	and Onan	Noun
1 Chronicles	2	3	7956[e]	wə·šê·lāh,	וְשֵׁלָ֔ה	and Shelah	Noun
1 Chronicles	2	3	7969[e]	šə·lō·wō·šāh	שְׁלוֹשָׁה֙	[which] three	Noun
1 Chronicles	2	3	3205[e]	nō·w·laḏ	נ֣וֹלַד	were born	Verb
1 Chronicles	2	3		lōw,	ל֔וֹ	to him	Prep
1 Chronicles	2	3	1323[e]	mib·baṯ-	מִבַּת־	of the daughter	Noun
1 Chronicles	2	3	7774[e]	šū·a‘	שׁ֖וּעַ	the Shua	Noun
1 Chronicles	2	3	3669[e]	hak·kə·na·‘ă·nîṯ;	הַֽכְּנַעֲנִ֑ית	Canaanitess	Adj
1 Chronicles	2	3	1961[e]	way·hî	וַיְהִ֞י	And was	Verb
1 Chronicles	2	3	6147[e]	‘êr	עֵ֣ר ׀	Er	Noun
1 Chronicles	2	3	1060[e]	bə·ḵō·wr	בְּכ֣וֹר	the firstborn	Noun
1 Chronicles	2	3	3063[e]	yə·hū·ḏāh,	יְהוּדָ֗ה	of Judah	Noun
1 Chronicles	2	3	7451[e]	ra‘	רַ֛ע	evil	Adj
1 Chronicles	2	3	5869[e]	bə·‘ê·nê	בְּעֵינֵ֥י	in the sight	Noun
1 Chronicles	2	3	3069[e]	Yah·weh	יְהוָ֖ה	The LORD	Noun
1 Chronicles	2	3	4191[e]	way·mî·ṯê·hū.	וַיְמִיתֵֽהוּ׃	and he slew	Verb
1 Chronicles	2	3		s	ס	 - 	 
1 Chronicles	2	4	8559[e]	wə·ṯā·mār	וְתָמָר֙	And Tamar	Noun
1 Chronicles	2	4	3618[e]	kal·lā·ṯōw,	כַּלָּת֔וֹ	his daughter in law	Noun
1 Chronicles	2	4	3205[e]	yā·lə·ḏāh	יָ֥לְדָה	bore	Verb
1 Chronicles	2	4		lōw	לּ֖וֹ	to him	Prep
1 Chronicles	2	4	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	2	4	6557[e]	pe·reṣ	פֶּ֣רֶץ	Perez	Noun
1 Chronicles	2	4	853[e]	wə·’eṯ-	וְאֶת־	and	Acc
1 Chronicles	2	4	2226[e]	zā·raḥ;	זָ֑רַח	Zerah	Noun
1 Chronicles	2	4	3605[e]	kāl-	כָּל־	all	Noun
1 Chronicles	2	4	1121[e]	bə·nê	בְּנֵ֥י	the sons	Noun
1 Chronicles	2	4	3063[e]	yə·hū·ḏāh	יְהוּדָ֖ה	of Judah [were]	Noun
1 Chronicles	2	4	2568[e]	ḥă·miš·šāh.	חֲמִשָּֽׁה׃	five	Noun
1 Chronicles	2	4		s	ס	 - 	 
1 Chronicles	2	5	1121[e]	bə·nê-	בְּנֵי־	The sons	Noun
1 Chronicles	2	5	6557[e]	p̄e·reṣ	פֶ֖רֶץ	of Perez	Noun
1 Chronicles	2	5	2696[e]	ḥeṣ·rō·wn	חֶצְר֥וֹן	Hezron	Noun
1 Chronicles	2	5	2538[e]	wə·ḥā·mūl.	וְחָמֽוּל׃	and Hamul	Noun
1 Chronicles	2	5		s	ס	 - 	 
