Book Name	Chapter	Verse	Strong Number	Hebrew Eng	Hebrew	Eng Word	Word Type
1 Chronicles	4	1	1121[e]	bə·nê	בְּנֵ֖י	The sons	Noun
1 Chronicles	4	1	3063[e]	yə·hū·ḏāh;	יְהוּדָ֑ה	of Judah	Noun
1 Chronicles	4	1	6557[e]	pe·reṣ	פֶּ֧רֶץ	Perez	Noun
1 Chronicles	4	1	2696[e]	ḥeṣ·rō·wn	חֶצְר֛וֹן	Hezron	Noun
1 Chronicles	4	1	3756[e]	wə·ḵar·mî	וְכַרְמִ֖י	and Carmi	Noun
1 Chronicles	4	1	2354[e]	wə·ḥūr	וְח֥וּר	and Hur	Noun
1 Chronicles	4	1	7732[e]	wə·šō·w·ḇāl.	וְשׁוֹבָֽל׃	and Shobal	Noun
1 Chronicles	4	2	7211[e]	ū·rə·’ā·yāh	וּרְאָיָ֤ה	and Reaiah	Noun
1 Chronicles	4	2	1121[e]	ḇen-	בֶן־	the son	Noun
1 Chronicles	4	2	7732[e]	šō·w·ḇāl	שׁוֹבָל֙	of Shobal	Noun
1 Chronicles	4	2	3205[e]	hō·w·lîḏ	הוֹלִ֣יד	fathered	Verb
1 Chronicles	4	2	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	4	2	3189[e]	ya·ḥaṯ,	יַ֔חַת	Jahath	Noun
1 Chronicles	4	2	3189[e]	wə·ya·ḥaṯ	וְיַ֣חַת	and Jahath	Noun
1 Chronicles	4	2	3205[e]	hō·lîḏ,	הֹלִ֔יד	fathered	Verb
1 Chronicles	4	2	853[e]	’eṯ-	אֶת־	 - 	Acc
1 Chronicles	4	2	267[e]	’ă·ḥū·may	אֲחוּמַ֖י	Ahumai	Noun
1 Chronicles	4	2	853[e]	wə·’eṯ-	וְאֶת־	and	Acc
1 Chronicles	4	2	3855[e]	lā·haḏ;	לָ֑הַד	Lahad	Noun
1 Chronicles	4	2	428[e]	’êl·leh	אֵ֖לֶּה	These [are]	Pro
1 Chronicles	4	2	4940[e]	miš·pə·ḥō·wṯ	מִשְׁפְּח֥וֹת	the families	Noun
1 Chronicles	4	2	6882[e]	haṣ·ṣā·rə·‘ā·ṯî.	הַצָּֽרְעָתִֽי׃	of the Zorathites	Adj
1 Chronicles	4	2		s	ס	 - 	 
1 Chronicles	4	3	428[e]	wə·’êl·leh	וְאֵ֙לֶּה֙	And these	Pro
1 Chronicles	4	3	1[e]	’ă·ḇî	אֲבִ֣י	[were of] the father	Noun
1 Chronicles	4	3	5862[e]	‘ê·ṭām,	עֵיטָ֔ם	of Etam	Noun
1 Chronicles	4	3	3157[e]	yiz·rə·‘el	יִזְרְעֶ֥אל	Jezreel	Noun
1 Chronicles	4	3	3457[e]	wə·yiš·mā	וְיִשְׁמָ֖א	and Ishma	Noun
1 Chronicles	4	3	3031[e]	wə·yiḏ·bāš;	וְיִדְבָּ֑שׁ	and Idbash	Noun
1 Chronicles	4	3	8034[e]	wə·šêm	וְשֵׁ֥ם	and the name	Noun
1 Chronicles	4	3	269[e]	’ă·ḥō·w·ṯām	אֲחוֹתָ֖ם	of their sister [was]	Noun
1 Chronicles	4	3	6753[e]	haṣ·lel·pō·w·nî.	הַצְלֶלְפּֽוֹנִי׃	Hazelelponi	Noun
1 Chronicles	4	4	6439[e]	ū·p̄ə·nū·’êl	וּפְנוּאֵל֙	and Penuel	Noun
1 Chronicles	4	4	1[e]	’ă·ḇî	אֲבִ֣י	the father	Noun
