Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g486	an-tee-loy-dor-eh'-o	ἀντιλοιδορέω	antiloidoréō	[ἀντιλοιδορέω] from {{g473}} and {{g3058}}; to rail in reply	g486
g481	an-tee-kroo'	ἀντικρύ	antikrý	[ἀντικρύ] prolonged from {{g473}}; opposite	g481
g480	an-tik'-i-mahee	ἀντίκειμαι	antíkeimai	[ἀντίκειμαι] from {{g473}} and {{g2749}}; to lie opposite, i.e. be adverse (figuratively, repugnant) to	g480
g483	an-til'-eg-o	ἀντιλέγω	antilégō	[ἀντιλέγω] from {{g473}} and {{g3004}}; to dispute, refuse	g483
g482	an-tee-lam-ban'-om-ahee	ἀντιλαμβάνομαι	antilambánomai	[ἀντιλαμβάνομαι] from {{g473}} and the middle voice of {{g2983}}; to take hold of in turn, i.e. succor; also to participate	g482
g489	an-tee-mis-thee'-ah	ἀντιμισθία	antimisthía	[ἀντιμισθία] from a compound of {{g473}} and {{g3408}}; requital, correspondence	g489
g488	an-tee-met-reh'-o	ἀντιμετρέω	antimetréō	[ἀντιμετρέω] from {{g473}} and {{g3354}}; to mete in return	g488
g409	an-drof-on'-os	ἀνδροφόνος	androphónos	[ἀνδροφόνος] from {{g435}} and {{g5408}}; a murderer	g409
g408	an-dron'-ee-kos	Ἀνδρόνικος	Andrónikos	[Ἀνδρόνικος] from {{g435}} and {{g3534}}; man of victory; Andronicos, an Israelite	g408
g405	an-drap-od-is-tace'	ἀνδραποδιστής	andrapodistḗs	[ἀνδραποδιστής] from a derivative of a compound of {{g435}} and {{g4228}}; an enslaver (as bringing men to his feet)	g405
g404	an-aps-oo'-kho	ἀναψύχω	anapsýchō	[ἀναψύχω] from {{g303}} and {{g5594}}; properly, to cool off, i.e. (figuratively) relieve	g404
g407	an-drid'-zom-ahee	ἀνδρίζομαι	andrízomai	[ἀνδρίζομαι] middle voice from {{g435}}; to act manly	g407
g406	an-dreh'-as	Ἀνδρέας	Andréas	[Ἀνδρέας] from {{g435}}; manly; Andreas, an Israelite	g406
g401	an-akh'-oo-sis	ἀνάχυσις	anáchysis	[ἀνάχυσις] from a comparative of {{g303}} and χέω (to pour); properly, effusion, i.e. (figuratively) license	g401
g403	an-aps'-ook-sis	ἀνάψυξις	anápsyxis	[ἀνάψυξις] from {{g404}}; properly, a recovery of breath, i.e. (figuratively) revival	g403
g402	an-akh-o-reh'-o	ἀναχωρέω	anachōréō	[ἀναχωρέω] from {{g303}} and {{g5562}}; to retire	g402
g478	an-tee-kath-is'-tay-mee	ἀντικαθίστημι	antikathístēmi	[ἀντικαθίστημι] from {{g473}} and {{g2525}}; to set down (troops) against, i.e. withstand	g478
g479	an-tee-kal-eh'-o	ἀντικαλέω	antikaléō	[ἀντικαλέω] from {{g473}} and {{g2564}}; to invite in return	g479
g470	an-tap-ok-ree'-nom-ahee	ἀνταποκρίνομαι	antapokrínomai	[ἀνταποκρίνομαι] from {{g473}} and {{g611}}; to contradict or dispute	g470
g471	an-tep'-o	ἀντέπω	antépō	[ἀντέπω] from {{g473}} and {{g2036}}; to refute or deny	g471
g472	an-tekh'-om-ahee	ἀντέχομαι	antéchomai	[ἀντέχομαι] from {{g473}} and the middle voice of {{g2192}}; to hold oneself opposite to, i.e. (by implication) adhere to; by extension to care for	g472
g473	an-tee'	ἀντί	antí	[ἀντί] a primary particle; opposite, i.e. instead or because of (rarely in addition to) Often used in composition to denote contrast, requital, substitution, correspondence, etc.	g473
g474	an-tee-bal'-lo	ἀντιβάλλω	antibállō	[ἀντιβάλλω] from {{g473}} and {{g906}}; to bandy	g474
g475	an-tee-dee-at-eeth'-em-ahee	ἀντιδιατίθεμαι	antidiatíthemai	[ἀντιδιατίθεμαι] from {{g473}} and {{g1303}}; to set oneself opposite, i.e. be  disputatious	g475
g476	an-tid'-ee-kos	ἀντίδικος	antídikos	[ἀντίδικος] from {{g473}} and {{g1349}}; an opponent (in a lawsuit); specially, Satan (as the arch-enemy)	g476
g477	an-tith'-es-is	ἀντίθεσις	antíthesis	[ἀντίθεσις] from a compound of {{g473}} and {{g5087}}; opposition, i.e. a conflict (of theories)	g477
g469	an-tap-od'-os-is	ἀνταπόδοσις	antapódosis	[ἀνταπόδοσις] from {{g467}}; requital (properly, the act)	g469
g468	an-tap-od'-om-ah	ἀνταπόδομα	antapódoma	[ἀνταπόδομα] from {{g467}}; a requital (properly, the thing)	g468
g500	an-tee'-khris-tos	ἀντίχριστος	antíchristos	[ἀντίχριστος] from {{g473}} and {{g5547}}; an opponent of the Messiah	g500
g463	an-okh-ay'	ἀνοχή	anochḗ	[ἀνοχή] from {{g430}}; self-restraint, i.e. tolerance	g463
g462	an-os'-ee-os	ἀνόσιος	anósios	[ἀνόσιος] from {{g1}} (as a negative particle) and {{g3741}}; wicked	g462
g461	an-orth-o'-o	ἀνορθόω	anorthóō	[ἀνορθόω] from {{g303}} and a derivative of the base of {{g3717}}; to straighten up	g461
g460	an-om'-oce	ἀνόμως	anómōs	[ἀνόμως] adverb from {{g459}}; lawlessly, i.e. (specially) not amenable to (the Jewish) law	g460
g467	an-tap-od-ee'-do-mee	ἀνταποδίδωμι	antapodídōmi	[ἀνταποδίδωμι] from {{g473}} and {{g591}}; to requite (good or evil)	g467
g466	an-tan-ap-lay-ro'-o	ἀνταναπληρόω	antanaplēróō	[ἀνταναπληρόω] from {{g473}} and {{g378}}; to supplement	g466
g465	an-tal'-ag-mah	ἀντάλλαγμα	antállagma	[ἀντάλλαγμα] from a compound of {{g473}} and {{g236}}; an equivalent or ransom	g465
g464	an-tag-o-nid'-zom-ahee	ἀνταγωνίζομαι	antagōnízomai	"[ἀνταγωνίζομαι] from {{g473}} and {{g75}}; to struggle against (figuratively) (""antagonize"")"	g464
g456	an-oy-kod-om-eh'-o	ἀνοικοδομέω	anoikodoméō	[ἀνοικοδομέω] from {{g303}} and {{g3618}}; to rebuild	g456
g457	an'-oix-is	ἄνοιξις	ánoixis	[ἄνοιξις] from {{g455}}; opening (throat)	g457
g454	an'-oy-ah	ἄνοια	ánoia	[ἄνοια] from a compound of {{g1}} (as a negative particle) and {{g3563}}; stupidity; by implication, rage	g454
g455	an-oy'-go	ἀνοίγω	anoígō	[ἀνοίγω] from {{g303}} and οἴγω (to open); to open up (literally or figuratively, in various applications)	g455
g452	an'-nas	Ἄννας	Ánnas	[Ἄννας] of Hebrew origin ({{h2608}}); Annas (i.e. {{g367}}), an Israelite	g452
g453	an-o'-ay-tos	ἀνόητος	anóētos	[ἀνόητος] from {{g1}} (as a negative particle) and a derivative of {{g3539}}; unintelligent; by implication, sensual	g453
g450	an-is'-tay-mee	ἀνίστημι	anístēmi	[ἀνίστημι] from {{g303}} and {{g2476}}; to stand up (literal or figurative, transitive or intransitive)	g450
g451	an'-nah	Ἄννα	Ánna	[Ἄννα] of Hebrew origin ({{h2584}}); Anna, an Israelitess	g451
g458	an-om-ee'-ah	ἀνομία	anomía	[ἀνομία] from {{g459}}; illegality, i.e. violation of law or (genitive case) wickedness	g458
g459	an'-om-os	ἄνομος	ánomos	[ἄνομος] from {{g1}} (as a negative particle) and {{g3551}}; lawless, i.e. (negatively) not subject to (the Jewish) law; (by implication, a Gentile), or (positively) wicked	g459
g441	anth-ro-par'-es-kos	ἀνθρωπάρεσκος	anthrōpáreskos	[ἀνθρωπάρεσκος] from {{g444}} and {{g700}}; man-courting, i.e. fawning	g441
g440	anth'-rax	ἄνθραξ	ánthrax	[ἄνθραξ] of uncertain derivation; a live coal	g440
g443	anth-ro-pok-ton'-os	ἀνθρωποκτόνος	anthrōpoktónos	[ἀνθρωποκτόνος] from {{g444}} and κτείνω(to kill); a manslayer Compare {{g5406}}.	g443
g442	anth-ro'-pee-nos	ἀνθρώπινος	anthrṓpinos	[ἀνθρώπινος] from {{g444}}; human	g442
g445	anth-oo-pat-yoo'-o	ἀνθυπατεύω	anthypateúō	[ἀνθυπατεύω] from {{g446}}; to act as proconsul	g445
g444	anth'-ro-pos	ἄνθρωπος	ánthrōpos	[ἄνθρωπος] from {{g435}} and ὤψ (the countenance; from {{g3700}}); man-faced, i.e. a human being	g444
g447	an-ee'-ay-mee	ἀνίημι	aníēmi	[ἀνίημι] from {{g303}} and ἵημι (to send); to let up, i.e. (literally) slacken or (figuratively) desert, desist from	g447
g446	anth-oo'-pat-os	ἀνθύπατος	anthýpatos	[ἀνθύπατος] from {{g473}} and a superlative of {{g5228}}; instead of the highest officer, i.e. (specially) a Roman proconsul	g446
g449	an'-ip-tos	ἄνιπτος	ániptos	[ἄνιπτος] from {{g1}} (as a negative particle) and a presumed derivative of {{g3538}}; without ablution	g449
g448	an-ee'-leh-oce	ἀνίλεως	aníleōs	[ἀνίλεως] from {{g1}} (as a negative particle) and {{g2436}}; inexorable	g448
g434	an-ay'-mer-os	ἀνήμερος	anḗmeros	[ἀνήμερος] from {{g1}} (as a negative particle) and ἥμερος (lame); savage	g434
g435	an'-ayr	ἀνήρ	anḗr	[ἀνήρ] a primary word (compare {{g444}}); a man (properly as an individual male)	g435
g436	anth-is'-tay-mee	ἀνθίστημι	anthístēmi	[ἀνθίστημι] from {{g473}} and {{g2476}}; to stand against, i.e. oppose	g436
g437	anth-om-ol-og-eh'-om-ahee	ἀνθομολογέομαι	anthomologéomai	[ἀνθομολογέομαι] from {{g473}} and the middle voice of {{g3670}}; to confess in turn, i.e. respond in praise	g437
g430	an-ekh'-om-ahee	ἀνέχομαι	anéchomai	[ἀνέχομαι] middle voice from {{g303}} and {{g2192}}; to hold oneself up against, i.e. (figuratively) put up with	g430
g431	an-eps'-ee-os	ἀνεψιός	anepsiós	[ἀνεψιός] from {{g1}} (as a particle of union) and an obsolete νέπος (a brood); properly, akin, i.e. (specially) a cousin	g431
g432	an'-ay-thon	ἄνηθον	ánēthon	[ἄνηθον] probably of foreign origin; dill	g432
g433	an-ay'-ko	ἀνήκω	anḗkō	[ἀνήκω] from {{g303}} and {{g2240}}; to attain to, i.e. (figuratively) be proper	g433
g438	anth'-os	ἄνθος	ánthos	[ἄνθος] a primary word; a blossom	g438
g439	anth-rak-ee-ah'	ἀνθρακιά	anthrakiá	[ἀνθρακιά] from {{g440}}; a bed of burning coals	g439
g427	an'-yoo	ἄνευ	áneu	[ἄνευ] a primary particle; without Compare {{g1}}.	g427
g426	an-et-ad'-zo	ἀνετάζω	anetázō	[ἀνετάζω] from {{g303}} and ἐτάζω (to test); to investigate (judicially)	g426
g425	an'-es-is	ἄνεσις	ánesis	[ἄνεσις] from {{g447}}; relaxation or (figuratively) relief	g425
g424	an-erkh'-om-ahee	ἀνέρχομαι	anérchomai	[ἀνέρχομαι] from {{g303}} and {{g2064}}; to ascend	g424
g423	an-ep-eel'-ape-tos	ἀνεπίληπτος	anepílēptos	[ἀνεπίληπτος] from {{g1}} (as a negative particle) and a derivative of {{g1949}}; not arrested, i.e. (by implication) inculpable	g423
g422	an-ep-ah'-ee-skhoon-tos	ἀνεπαίσχυντος	anepaíschyntos	[ἀνεπαίσχυντος] from {{g1}} (as a negative particle) and a presumed derivative of a compound of {{g1909}} and {{g153}}; not ashamed, i.e. irreprehensible: 	g422
g421	an-ex-ikh-nee'-as-tos	ἀνεξιχνίαστος	anexichníastos	[ἀνεξιχνίαστος] from {{g1}} (as a negative particle) and a presumed derivative of a compound of {{g1537}} and a derivative of {{g2487}}; not tracked out, i.e. (by implication) untraceable	g421
g420	an-ex-ik'-ak-os	ἀνεξίκακος	anexíkakos	[ἀνεξίκακος] from {{g430}} and {{g2556}}; enduring of ill, i.e. forbearing	g420
g429	an-yoo-ris'-ko	ἀνευρίσκω	aneurískō	[ἀνευρίσκω] from {{g303}} and {{g2147}}; to find out	g429
g428	an-yoo'-the-tos	ἀνεύθετος	aneúthetos	[ἀνεύθετος] from {{g1}} (as a negative particle) and {{g2111}}; not well set, i.e. inconvenient	g428
