Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g2805	klowth-mos'	κλαυθμός	klauthmós	[κλαυθμός] from {{g2799}}; lamentation	g2805
g2806	klah'-o	κλάω	kláō	[κλάω] a primary verb; to break (specially, of bread)	g2806
g2807	klice	κλείς	kleís	[κλείς] from {{g2808}}; a key (as shutting a lock), literally or figuratively	g2807
g2808	kli'-o	κλείω	kleíō	[κλείω] a primary verb; to close (literally or figuratively)	g2808
g2809	klem'-mah	κλέμμα	klémma	[κλέμμα] from {{g2813}}; stealing (properly, the thing stolen, but used of the act)	g2809
g2875	kop'-to	κόπτω	kóptō	"[κόπτω] a primary verb; to ""chop""; specially, to beat the breast in grief Compare the base of {{g5114}}."	g2875
g2874	kop-ree'-ah	κοπρία	kopría	[κοπρία] from κόπρος (ordure; perhaps akin to {{g2875}}); manure	g2874
g2877	kor-as'-ee-on	κοράσιον	korásion	[κοράσιον] neuter of a presumed derivative of κόρη (a maiden); a (little) girl	g2877
g2876	kor'-ax	κόραξ	kórax	[κόραξ] perhaps from {{g2880}}; a crow (from its voracity)	g2876
g2871	kop-ay'	κοπή	kopḗ	[κοπή] from {{g2875}}; cutting, i.e. carnage	g2871
g2870	kop-et-os'	κοπετός	kopetós	[κοπετός] from {{g2875}}; mourning (properly, by beating the breast)	g2870
g2873	kop'-os	κόπος	kópos	[κόπος] from {{g2875}}; a cut, i.e. (by analogy) toil (as reducing the strength), literally or figuratively; by implication, pains	g2873
g2872	kop-ee-ah'-o	κοπιάω	kopiáō	[κοπιάω] from a derivative of {{g2873}}; to feel fatigue; by implication, to work hard	g2872
g2879	kor-eh'	Κορέ	Koré	[Κορέ] of Hebrew origin ({{h7141}}); Core (i.e. Korach), an Israelite	g2879
g2878	kor-ban'	κορβᾶν	korbân	[κορβᾶν]   and κορβανᾶςof Hebrew and Chaldee origin respectively ({{h7133}}); a votive offering and the offering; a consecrated present (to the Temple fund); by extension (the latter term) the Treasury itself, i.e. the room where the contribution boxes stood	g2878
g2866	komp-sot'-er-on	κομψότερον	kompsóteron	[κομψότερον] neuter comparative of a derivative of the base of 2865 (meaning, properly, well dressed, i.e. nice); figuratively, convalescent	g2866
g2867	kon-ee-ah'-o	κονιάω	koniáō	[κονιάω] from κονία (dust; by analogy, lime); to whitewash	g2867
g2864	kom'-ay	κόμη	kómē	[κόμη] apparently from the same as {{g2865}}; the hair of the head (locks, as ornamental, and thus differing from {{g2359}}; which properly denotes merely the scalp)	g2864
g2865	kom-id'-zo	κομίζω	komízō	[κομίζω] from a primary κομέω (to tend, i.e. take care of); properly, to provide for, i.e. (by implication) to carry off (as if from harm; genitive case obtain)	g2865
g2862	kol-o-nee'-ah	κολωνία	kolōnía	"[κολωνία] of Latin origin; a Roman ""colony"" for veterans"	g2862
g2863	kom-ah'-o	κομάω	komáō	[κομάω] from {{g2864}}; to wear tresses of hair	g2863
g2860	kol-oom-bah'-o	κολυμβάω	kolymbáō	[κολυμβάω] from κόλυμβος (a diver); to plunge into water	g2860
g2861	kol-oom-bay'-thrah	κολυμβήθρα	kolymbḗthra	[κολυμβήθρα] from {{g2860}}; a diving-place, i.e. pond for bathing (or swimming)	g2861
g2900	krat-ah-yos'	κραταιός	krataiós	[κραταιός] from {{g2904}}; powerful	g2900
g2868	kon-ee-or-tos'	κονιορτός	koniortós	"[κονιορτός] from the base of {{g2867}} and ornumi (to ""rouse""); pulverulence (as blown about)"	g2868
g2869	kop-ad'-zo	κοπάζω	kopázō	[κοπάζω] from {{g2873}}; to tire, i.e. (figuratively) to relax	g2869
g2853	kol-lah'-o	κολλάω	kolláō	"[κολλάω] from κόλλα (""glue""); to glue, i.e. (passively or reflexively) to stick (figuratively)"	g2853
g2852	kol-af-id'-zo	κολαφίζω	kolaphízō	[κολαφίζω] from a derivative of the base of {{g2849}}; to rap with the fist	g2852
g2851	kol'-as-is	κόλασις	kólasis	[κόλασις] from {{g2849}}; penal infliction	g2851
g2850	kol-ak-i'-ah	κολακεία	kolakeía	[κολακεία] from a derivative of κόλαξ (a fawner); flattery	g2850
g2857	kol-os-sah'-ee	Κολοσσαί	Kolossaí	"[Κολοσσαί] apparently feminine plural of kolossos (""colossal""); Colossæ, a place in Asia Minor"	g2857
g2856	kol-ob-o'-o	κολοβόω	kolobóō	[κολοβόω] from a derivative of the base of {{g2849}}; to dock, i.e. (figuratively) abridge	g2856
g2855	kol-loo-bis-tace'	κολλυβιστής	kollybistḗs	[κολλυβιστής] from a presumed derivative of κόλλυβος (a small coin; probably akin to {{g2854}}); a coin-dealer	g2855
g2854	kol-loo'-ree-on	κολλούριον	kolloúrion	[κολλούριον] neuter of a presumed derivative of κολλύρα (a cake; prob akin to the base of {{g2853}}); properly, a poultice (as made of or in the form of crackers), i.e. (by analogy) a plaster	g2854
g2859	kol'-pos	κόλπος	kólpos	[κόλπος] apparently a primary word; the bosom; by analogy, a bay	g2859
g2858	kol-os-sayoos'	Κολοσσαεύς	Kolossaeús	[Κολοσσαεύς] from {{g2857}}; a Colossæan, (i.e. inhabitant of Colossæ	g2858
g2848	kok'-kos	κόκκος	kókkos	[κόκκος] apparently a primary word; a kernel of seed	g2848
g2849	kol-ad'-zo	κολάζω	kolázō	[κολάζω] from κόλος (dwarf); properly, to curtail, i.e. (figuratively) to chastise (or reserve for infliction)	g2849
g2844	koy-no-nos'	κοινωνός	koinōnós	[κοινωνός] from {{g2839}}; a sharer, i.e. associate	g2844
g2845	koy'-tay	κοίτη	koítē	[κοίτη] from {{g2749}}; a couch; by extension, cohabitation; by implication, the male sperm	g2845
g2846	koy-tone'	κοιτών	koitṓn	[κοιτών] from {{g2845}}; a bedroom	g2846
g2847	kok'-kee-nos	κόκκινος	kókkinos	[κόκκινος] from {{g2848}} (from the kernel-shape of the insect); crimson-colored	g2847
g2840	koy-no'-o	κοινόω	koinóō	[κοινόω] from {{g2839}}; to make (or consider) profane (ceremonially)	g2840
g2841	koy-no-neh'-o	κοινωνέω	koinōnéō	[κοινωνέω] from {{g2844}}; to share with others (objectively or subjectively)	g2841
g2842	koy-nohn-ee'-ah	κοινωνία	koinōnía	[κοινωνία] from {{g2844}}; partnership, i.e. (literally) participation, or (social) intercourse, or (pecuniary) benefaction	g2842
g2843	koy-no-nee-kos'	κοινωνικός	koinōnikós	[κοινωνικός] from {{g2844}}; communicative, i.e. (pecuniarily) liberal	g2843
g2839	koy-nos'	κοινός	koinós	[κοινός] probably from {{g4862}}; common, i.e. (literally) shared by all or several, or (ceremonially) profane	g2839
g2838	koy'-may-sis	κοίμησις	koímēsis	[κοίμησις] from {{g2837}}; sleeping, i.e. (by implication) repose	g2838
g2831	kloo-do-nid'-zom-ahee	κλυδωνίζομαι	klydōnízomai	[κλυδωνίζομαι] middle voice from {{g2830}}; to surge, i.e. (figuratively) to fluctuate	g2831
g2830	kloo'-dohn	κλύδων	klýdōn	[κλύδων] from κλύζω (to billow or dash over); a surge of the sea (literally or figuratively)	g2830
g2833	knay'-tho	κνήθω	knḗthō	[κνήθω] from a primary κνάω (to scrape); to scratch, i.e. (by implication) to tickle	g2833
g2832	klo-pas'	Κλωπᾶς	Klōpâs	[Κλωπᾶς] of Chaldee origin (corresponding to {{h256}}); Clopas, an Israelite	g2832
g2835	kod-ran'-tace	κοδράντης	kodrántēs	[κοδράντης] of Latin origin; a quadrans, i.e. the fourth part of an as	g2835
g2834	knee'-dos	Κνίδος	Knídos	[Κνίδος] probably of foreign origin; Cnidus, a place in Asia Minor	g2834
g2837	koy-mah'-o	κοιμάω	koimáō	[κοιμάω] from {{g2749}}; to put to sleep, i.e. (passively or reflexively) to slumber; figuratively, to decease	g2837
g2836	koy-lee'-ah	κοιλία	koilía	"[κοιλία] from κοῖλος (""hollow""); a cavity, i.e. (especially) the abdomen; by implication, the matrix; figuratively, the heart"	g2836
g2828	klee-see'-ah	κλισία	klisía	[κλισία] from a derivative of {{g2827}}; properly, reclination, i.e. (concretely and specially), a party at a meal	g2828
g2829	klop-ay'	κλοπή	klopḗ	[κλοπή] from {{g2813}}; stealing	g2829
g2822	klay-tos'	κλητός	klētós	[κλητός] from the same as {{g2821}}; invited, i.e. appointed, or (specially), a saint	g2822
g2823	klib'-an-os	κλίβανος	klíbanos	[κλίβανος] of uncertain derivation; an earthen pot used for baking in	g2823
g2820	klay-ro'-o	κληρόω	klēróō	[κληρόω] from {{g2819}}; to allot, i.e. (figuratively) to assign (a privilege)	g2820
g2821	klay'-sis	κλῆσις	klēsis	[κλῆσις] from a shorter form of {{g2564}}; an invitation (figuratively)	g2821
g2826	klin-id'-ee-on	κλινίδιον	klinídion	[κλινίδιον] neuter of a presumed derivative of {{g2825}}; a pallet or little couch	g2826
g2827	klee'-no	κλίνω	klínō	[κλίνω] a primary verb; to slant or slope, i.e. incline or recline (literally or figuratively)	g2827
g2824	klee'-mah	κλίμα	klíma	"[κλίμα] from {{g2827}}; a slope, i.e. (specially) a ""clime"" or tract of country"	g2824
g2825	klee'-nay	κλίνη	klínē	[κλίνη] from {{g2827}}; a couch (for sleep, sickness, sitting or eating)	g2825
g2899	kras'-ped-on	κράσπεδον	kráspedon	[κράσπεδον] of uncertain derivation; a margin, i.e. (specially), a fringe or tassel	g2899
g2898	kran-ee'-on	κρανίον	kraníon	"[κρανίον] diminutive of a derivative of the base of {{g2768}}; a skull (""cranium"")"	g2898
g2897	krahee-pal'-ay	κραιπάλη	kraipálē	[κραιπάλη] probably from the same as {{g726}}; properly, a headache (as a seizure of pain) from drunkenness, i.e. (by implication) a debauch (by analogy, a glut)	g2897
g2896	krad'-zo	κράζω	krázō	"[κράζω] a primary verb; properly, to ""croak"" (as a raven) or scream, i.e. (genitive case) to call aloud (shriek, exclaim, intreat)"	g2896
g2895	krab'-bat-os	κράββατος	krábbatos	[κράββατος] probably of foreign origin; a mattress	g2895
g2894	kof'-ee-nos	κόφινος	kóphinos	[κόφινος] of uncertain derivation; a (small) basket	g2894
g2893	koo-fid'-zo	κουφίζω	kouphízō	[κουφίζω] from κοῦφος (light in weight); to unload	g2893
g2892	koos-to-dee'-ah	κουστωδία	koustōdía	"[κουστωδία] of Latin origin; ""custody"", i.e. a Roman sentry"	g2892
g2891	koo'-mee	κοῦμι	koûmi	[κοῦμι] of Chaldee origin ({{h6966}}); cumi (i.e. rise!)	g2891
g2890	koo'-ar-tos	Κούαρτος	Koúartos	[Κούαρτος] of Latin origin (fourth); Quartus, a Christian	g2890
g2817	klay-ron-om-ee'-ah	κληρονομία	klēronomía	[κληρονομία] from {{g2818}}; heirship, i.e. (concretely) a patrimony or (genitive case) a possession	g2817
g2816	klay-ron-om-eh'-o	κληρονομέω	klēronoméō	[κληρονομέω] from {{g2818}}; to be an heir to (literally or figuratively)	g2816
g2815	klay'-mace	Κλήμης	Klḗmēs	[Κλήμης] of Latin origin; merciful; Clemes (i.e. Clemens), a Christian	g2815
g2814	kaly'-mah	κλῆμα	klēma	[κλῆμα] from {{g2806}}; a limb or shoot (as if broken off)	g2814
g2813	klep'-to	κλέπτω	kléptō	[κλέπτω] a primary verb; to filch	g2813
g2812	klep'-tace	κλέπτης	kléptēs	[κλέπτης] from {{g2813}}; a stealer (literally or figuratively) Compare {{g3027}}.	g2812
g2811	kleh'-os	κλέος	kléos	[κλέος] from a shorter form of {{g2564}}; renown (as if being called)	g2811
g2810	kleh-op'-as	Κλεόπας	Kleópas	[Κλεόπας] probably contracted from Κλεόπατρος (compound of {{g2811}} and {{g3962}}); Cleopas, a Christian	g2810
g2819	klay'-ros	κλῆρος	klēros	[κλῆρος] probably from {{g2806}} (through the idea of using bits of wood, etc., for the purpose; a die (for drawing chances); by implication, a portion (as if so secured); by extension, an acquisition (especially a patrimony, figuratively)	g2819
g2818	klay-ron-om'-os	κληρονόμος	klēronómos	[κληρονόμος] from {{g2819}} and the base of {{g3551}} (in its original sense of partitioning, i.e. (reflexively) getting by apportionment); a sharer by lot, i.e. inheritor (literally or figuratively); by implication, a possessor	g2818
