Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h1252	bore	בֹּר	bôr	from {{h1305}}; purity; cleanness, pureness.	h1252
h1251	bar	בַּר	bar	(Aramaic) corresponding to {{h1250}}; a field; field.	h1251
h1250	bawr	בָּר	bâr	or בַּר; from {{h1305}} (in the sense of winnowing); grain of any kind (even while standing in the field); by extension the open country; corn, wheat.	h1250
h1248	bar	בַּר	bar	borrowed (as a title) from {{h1247}}; the heir (apparent to the throne); son.	h1248
h1249	bar	בַּר	bar	from {{h1305}} (in its various senses); beloved; also pure, empty; choice, clean, clear, pure.	h1249
h1240	bek-ar'	בְּקַר	bᵉqar	(Aramaic) corresponding to {{h1239}}; inquire, make search.	h1240
h1241	baw-kawr'	בָּקָר	bâqâr	from {{h1239}}; a beeve or an animal of the ox family of either gender (as used for plowing); collectively, a herd; beeve, bull (  -ock),   calf,   cow, great (cattle),   heifer, herd, kine, ox.	h1241
h1242	bo'-ker	בֹּקֶר	bôqer	from {{h1239}}; properly, dawn (as the break of day); generally, morning; ( ) day, early, morning, morrow.	h1242
h1243	bak-kaw-raw'	בַּקָּרָה	baqqârâh	intensive from {{h1239}}; a looking after; seek out.	h1243
h1244	bik-ko-reth	בִּקֹּרֶת	biqqôreth	from {{h1239}}; properly, examination, i.e. (by implication) punishment; scourged.	h1244
h1245	baw-kash'	בָּקַשׁ	bâqash	a primitive root; to search out (by any method, specifically in worship or prayer); by implication, to strive after; ask, beg, beseech, desire, enquire, get, make inquisition, procure, (make) request, require, seek (for).	h1245
h1246	bak-kaw-shaw'	בַּקָּשָׁה	baqqâshâh	from {{h1245}}; a petition; request.	h1246
h1247	bar	בַּר	bar	(Aramaic) corresponding to {{h1121}}; a son, grandson, etc.; × old, son.	h1247
h1239	baw-kar	בָּקַר	bâqar	a primitive root; properly, to plough, or (generally) break forth, i.e. (figuratively) to inspect, admire, care for, consider; (make) inquire (-ry), (make) search, seek out.	h1239
h1238	baw-kah'	בָּקַק	bâqaq	a primitive root; to pour out, i.e. to empty, figuratively, to depopulate; by analogy, to spread out (as a fruitful vine); (make) empty (out), fail, × utterly, make void.	h1238
h1235	beh'-kah	בֶּקַע	beqaʻ	from {{h1234}}; a section (half) of a shekel, i.e. a beka (a weight and a coin); bekah, half a shekel.	h1235
h1234	baw-kah'	בָּקַע	bâqaʻ	a primitive root; to cleave; generally, to rend, break, rip or open; make a breach, break forth (into, out, in pieces, through, up), be ready to burst, cleave (asunder), cut out, divide, hatch, rend (asunder), rip up, tear, win.	h1234
h1237	bik-aw'	בִּקְעָה	biqʻâh	from {{h1234}}; properly, a split, i.e. a wide level valley between mountains; plain, valley.	h1237
h1236	bik-aw'	בִּקְעָא	biqʻâʼ	(Aramaic) corresponding to {{h1237}}; plain.	h1236
h1231	book-kee'	בֻּקִּי	Buqqîy	from {{h1238}}; wasteful; Bukki, the name of two Israelites; Bukki.	h1231
h1230	bak-bak-kar'	בַּקְבַּקַּר	Baqbaqqar	reduplicated from {{h1239}}; searcher; Bakbakkar, an Israelite; Bakbakkar.	h1230
h1233	bek-ee'-ah	בְּקִיעַ	bᵉqîyaʻ	from {{h1234}}; a fissure; breach, cleft.	h1233
h1232	book-kee-yaw'	בֻּקִּיָּה	Buqqîyâh	from {{h1238}} and {{h3050}}; wasting of Jah; Bukkijah, an Israelite; Bukkiah.	h1232
h1228	bak-book'	בַּקְבֻּק	baqbuq	from {{h1238}}; a bottle (from the gurgling in emptying); bottle, cruse.	h1228
h1229	bak-book-yaw'	בַּקְבֻּקְיָה	Baqbuqyâh	from {{h1228}} and {{h3050}}; emptying (i.e. wasting) of Jah; Bakbukjah, an Israelite; Bakbukiah.	h1229
h1226	bats-tso'-reth	בַּצֹּרֶת	batstsôreth	feminine intensive from {{h1219}}; restraint (of rain), i.e. drought; dearth, drought.	h1226
h1227	bak-book'	בַּקְבּוּק	Baqbûwq	the same as {{h1228}}; Bakbuk, one of the Nethinim; Bakbuk.	h1227
h1224	bots-raw'	בׇּצְרָה	Botsrâh	the same as {{h1223}}; Botsrah, a place in Edom; Bozrah.	h1224
h1225	bits-tsaw-rone'	בִּצָּרוֹן	bitstsârôwn	masculine intensive from {{h1219}}; a fortress; stronghold.	h1225
h1222	bets-ar'	בְּצַר	bᵉtsar	another form for {{h1220}}; gold; gold.	h1222
h1223	bots-raw'	בׇּצְרָה	botsrâh	feminine from {{h1219}}; an enclosure, i.e. sheep fold; Bozrah.	h1223
h1220	beh'-tser	בֶּצֶר	betser	from {{h1219}}; strictly a clipping, i.e. gold (as dug out); gold defence.	h1220
h1221	beh'-tser	בֶּצֶר	Betser	the same as {{h1220}}, an inaccessible spot; Betser, a place in Palestine; also an Israelite; Bezer.	h1221
h1219	baw-tsar'	בָּצַר	bâtsar	a primitive root; to clip off; specifically (as denominative from {{h1210}}); to gather grapes; also to be isolated (i.e. inaccessible by height or fortification); cut off, (de-) fenced, fortify, (grape) gather(-er), mighty things, restrain, strong, wall (up), withhold.	h1219
h1218	bots-cath'	בׇּצְקַת	Botsqath	from {{h1216}}; a swell of ground; Botscath, a place in Palestine; Bozcath, Boskath.	h1218
h1213	bats-looth'	בַּצְלוּת	Batslûwth	or בַּצְלִית; from the same as {{h1211}}; a peeling; Batsluth or Batslith, an Israelite; Bazlith, Bazluth.	h1213
h1212	bets-al-ale'	בְּצַלְאֵל	Bᵉtsalʼêl	probably from {{h6738}} and {{h410}} with a prepositional prefix; in (the) shadow (i.e. protection) of God; Betsalel, the name of two Israelites; Bezaleel.	h1212
h1211	beh'-tsel	בֶּצֶל	betsel	from an unused root apparently meaning to peel; an onion; onion.	h1211
h1210	baw-tseer'	בָּצִיר	bâtsîyr	from {{h1219}}; clipped, i.e. the grape crop; vintage.	h1210
h1217	baw-tsake'	בָּצֵק	bâtsêq	from {{h1216}}; dough (as swelling by fermentation); dough, flour.	h1217
h1216	baw-tsake'	בָּצֵק	bâtsêq	a primitive root; perhaps to swell up, i.e. blister; swell.	h1216
h1215	beh'-tsah	בֶּצַע	betsaʻ	from {{h1214}}; plunder; by extension, gain (usually unjust); covetousness, (dishonest) gain, lucre, profit.	h1215
h1214	baw-tsah'	בָּצַע	bâtsaʻ	a primitive root; to break off, i.e. (usually) plunder; figuratively, to finish, or (intransitively) stop; (be) covet(-ous), cut (off), finish, fulfill, gain (greedily), get, be given to (covetousness), greedy, perform, be wounded.	h1214
h1293	ber-aw-kaw'	בְּרָכָה	Bᵉrâkâh	from {{h1288}}; benediction; by implication prosperity; blessing, liberal, pool, present.	h1293
h1292	baw-rak-ale'	בָּרַכְאֵל	Bârakʼêl	from {{h1288}} and {{h410}}, God has blessed; Barakel, the father of one of Job's friends; Barachel.	h1292
h1291	beh'-rek	בֶּרֶךְ	berek	(Aramaic) corresponding to {{h1290}}; knee.	h1291
h1290	beh'-rek	בֶּרֶךְ	berek	from {{h1288}}; a knee; knee.	h1290
h1297	ber-am'	בְּרַם	bᵉram	(Aramaic) perhaps from {{h7313}} with a prepositional prefix; properly, highly, i.e. surely; but used adversatively, however; but, nevertheless, yet.	h1297
h1296	beh-rek-yaw'	בֶּרֶכְיָה	Berekyâh	or בֶּרֶכְיָהוּ; from {{h1290}} and {{h3050}}; knee (i.e. blessing) of Jah; Berekjah, the name of six Israelites; Berachiah, Berechiah.	h1296
h1295	ber-ay-kaw'	בְּרֵכָה	bᵉrêkâh	from {{h1288}}; a reservoir (at which camels kneel as a resting-place); (fish-) pool.	h1295
h1294	ber-aw-kaw'	בְּרָכָה	Bᵉrâkâh	the same as {{h1293}}; Berakah, the name of an Israelite, and also of a valley in Palestine; Berachah.	h1294
h1299	baw-rak'	בָּרַק	bâraq	a primitive root; to lighten (lightning); cast forth.	h1299
h1298	beh'-rah	בֶּרַע	Beraʻ	of uncertain derivation; Bera, a Sodomitish king; Bera.	h1298
h1204	baw-ath'	בָּעַת	bâʻath	a primitive root; to fear; affright, be (make) afraid, terrify, trouble.	h1204
h1205	beh-aw-thaw'	בְּעָתָה	bᵉʻâthâh	from {{h1204}}; fear; trouble.	h1205
h1206	botse	בֹץ	bôts	probably the same as {{h948}}; mud (as whitish clay); mire.	h1206
h1207	bits-tsaw'	בִּצָּה	bitstsâh	intensive from {{h1206}}; a swamp; fen, mire(-ry place).	h1207
h1201	bah-shaw'	בַּעְשָׁא	Baʻshâʼ	from an unused root meaning to stink; offensiveness; Basha, a king of Israel; Baasha.	h1201
h1202	bah-as-ay-yaw'	בַּעֲשֵׂיָה	Baʻăsêyâh	from {{h6213}} and {{h3050}} with a prepositional prefix; in (the) work of Jah; Baasejah, an Israelite; Baaseiah.	h1202
h1203	beh-esh-ter-aw'	בְּעֶשְׁתְּרָה	Bᵉʻeshtᵉrâh	from {{h6251}} (as singular of {{h6252}}) with a prepositional prefix; with Ashtoreth; Beeshterah, a place East of the Jordan; Beeshterah.	h1203
h1208	baw-tsore'	בָּצוֹר	bâtsôwr	from {{h1219}}; inaccessible, i.e. lofty; vintage (by confusion with {{h1210}}).	h1208
h1209	bay-tsah'-ee	בֵּצַי	Bêtsay	perhaps the same as {{h1153}}; Betsai, the name of two Israelites; Bezai.	h1209
h1288	baw-rak'	בָּרַךְ	bârak	a primitive root; to kneel; by implication to bless God (as an act of adoration), and (vice-versa) man (as a benefit); also (by euphemism) to curse (God or the king, as treason); × abundantly, × altogether, × at all, blaspheme, bless, congratulate, curse, × greatly, × indeed, kneel (down), praise, salute, × still, thank.	h1288
h1289	ber-ak'	בְּרַךְ	bᵉrak	(Aramaic) corresponding to {{h1288}}; bless, kneel.	h1289
h1284	ber-ee-ee'	בְּרִיעִי	Bᵉrîyʻîy	patronymically from {{h1283}}; a Beriite (collectively) or descendants of Beriah; Beerites.	h1284
h1285	ber-eeth'	בְּרִית	bᵉrîyth	from {{h1262}} (in the sense of cutting [like {{h1254}}]); a compact (because made by passing between pieces of flesh); confederacy, (con-) feder(-ate), covenant, league.	h1285
h1286	ber-eeth'	בְּרִית	Bᵉrîyth	the same as {{h1285}}; Berith, a Shechemitish deity; Berith.	h1286
h1287	bo-reeth'	בֹּרִית	bôrîyth	feminine of {{h1253}}; vegetable alkali; sope.	h1287
h1280	ber-ee'-akh	בְּרִיחַ	bᵉrîyach	from {{h1272}}; a bolt; bar, fugitive.	h1280
h1281	baw-ree'-akh	בָּרִיחַ	bârîyach	or בָּרִחַ; (shortened) from {{h1272}}; a fugitive, i.e. the serpent (as fleeing), and the constellation by that name; crooked, noble, piercing.	h1281
h1282	baw-ree'-akh	בָּרִיחַ	Bârîyach	the same as {{h1281}}; Bariach, an Israelite; Bariah.	h1282
h1283	ber-ee'-aw	בְּרִיעָה	Bᵉrîyʻâh	apparently from the feminine of {{h7451}} with a prepositional prefix; in trouble; Beriah, the name of four Israelites; Beriah.	h1283
h1271	bar-zil-lah'-ee	בַּרְזִלַּי	Barzillay	from {{h1270}}; iron-hearted; Barzillai, the name of three Israelites; Barzillai.	h1271
h1270	bar-zel'	בַּרְזֶל	barzel	perhaps from the root of {{h1269}}; iron (as cutting); by extension, an iron implement; (ax) head, iron.	h1270
h1273	bar-khoo-mee'	בַּרְחֻמִי	Barchumîy	by transposition for {{h978}}; a Barchumite, or native of Bachurim; Barhumite.	h1273
h1272	baw-rakh'	בָּרַח	bârach	a primitive root; to bolt, i.e. figuratively, to flee suddenly; chase (away); drive away, fain, flee (away), put to flight, make haste, reach, run away, shoot.	h1272
h1275	bay-ree'	בֵּרִי	Bêrîy	probably by contraction from {{h882}}; Beri, an Israelite; Beri.	h1275
h1274	ber-ee'	בְּרִי	bᵉrîy	from {{h1262}}; fat; fat.	h1274
h1277	baw-ree'	בָּרִיא	bârîyʼ	from {{h1254}} (in the sense of {{h1262}}); fatted or plump; fat ((fleshed), -ter), fed, firm, plenteous, rank.	h1277
h1276	bay-ree'	בֵּרִי	Bêrîy	of uncertain derivation; (only in the plural and with the article) the Berites, a place in Palestine; Berites.	h1276
h1279	beer-yaw'	בִּרְיָה	biryâh	feminine from {{h1262}}; food; meat.	h1279
h1278	ber-ee-aw'	בְּרִיאָה	bᵉrîyʼâh	feminine from {{h1254}}; a creation, i.e. a novelty; new thing.	h1278
