Book Name	Chapter	Verse	Strong Number	Hebrew Eng	Hebrew	Eng Word	Word Type
1 Chronicles	14	1	7971[e]	way·yiš·laḥ	וַ֠יִּשְׁלַח	and sent	Verb
1 Chronicles	14	1		[ḥî·rām	[חִירָם	 - 	 
1 Chronicles	14	1		ḵ]	כ]	 - 	 
1 Chronicles	14	1	2438[e]	(ḥū·rām	(חוּרָ֨ם	Now Hiram	Noun
1 Chronicles	14	1		q)	ק)	 - 	 
1 Chronicles	14	1	4428[e]	me·leḵ-	מֶֽלֶךְ־	king	Noun
1 Chronicles	14	1	6865[e]	ṣōr	צֹ֥ר	of Tyre	Noun
1 Chronicles	14	1	4397[e]	mal·’ā·ḵîm	מַלְאָכִים֮	messengers	Noun
1 Chronicles	14	1	413[e]	’el-	אֶל־	unto	Prep
1 Chronicles	14	1	1732[e]	dā·wîḏ	דָּוִיד֒	David	Noun
1 Chronicles	14	1	6086[e]	wa·‘ă·ṣê	וַעֲצֵ֣י	and timber	Noun
1 Chronicles	14	1	730[e]	’ă·rā·zîm,	אֲרָזִ֔ים	of cedars	Noun
1 Chronicles	14	1	2796[e]	wə·ḥā·rā·šê	וְחָרָשֵׁ֣י	and carpenters	Noun
1 Chronicles	14	1	7023[e]	qîr,	קִ֔יר	with masons	Noun
1 Chronicles	14	1	2796[e]	wə·ḥā·rā·šê	וְחָרָשֵׁ֖י	and carpenters	Noun
1 Chronicles	14	1	6086[e]	‘ê·ṣîm;	עֵצִ֑ים	.. .. ..	Noun
1 Chronicles	14	1	1129[e]	liḇ·nō·wṯ	לִבְנ֥וֹת	to build	Verb
1 Chronicles	14	1		lōw	ל֖וֹ	to him	Prep
1 Chronicles	14	1	1004[e]	bā·yiṯ.	בָּֽיִת׃	a house	Noun
1 Chronicles	14	2	3045[e]	way·yê·ḏa‘	וַיֵּ֣דַע	And perceived	Verb
1 Chronicles	14	2	1732[e]	dā·wîḏ,	דָּוִ֔יד	David	Noun
1 Chronicles	14	2	3588[e]	kî-	כִּֽי־	that	Conj
1 Chronicles	14	2	3559[e]	hĕ·ḵî·nōw	הֱכִינ֧וֹ	had confirmed	Verb
1 Chronicles	14	2	3068[e]	Yah·weh	יְהוָ֛ה	that the LORD him	Noun
1 Chronicles	14	2	4428[e]	lə·me·leḵ	לְמֶ֖לֶךְ	king	Noun
1 Chronicles	14	2	5921[e]	‘al-	עַל־	over	Prep
1 Chronicles	14	2	3478[e]	yiś·rā·’êl;	יִשְׂרָאֵ֑ל	Israel	Noun
1 Chronicles	14	2	3588[e]	kî-	כִּֽי־	for	Conj
1 Chronicles	14	2	5375[e]	niś·śêṯ	נִשֵּׂ֤את	was lifted up	Verb
1 Chronicles	14	2	4605[e]	lə·ma‘·lāh	לְמַ֙עְלָה֙	on high	Subst
1 Chronicles	14	2	4438[e]	mal·ḵū·ṯōw,	מַלְכוּת֔וֹ	his kingdom	Noun
1 Chronicles	14	2	5668[e]	ba·‘ă·ḇūr	בַּעֲב֖וּר	for the sake	Adv
1 Chronicles	14	2	5971[e]	‘am·mōw	עַמּ֥וֹ	his people	Noun
